,informant,start,end,filename,corpus,text,gender,age,age_group
20180618_zii1932_a-5719492-5722036,Interviewer,5719.492,5722.036,audio_files/20180618_zii1932_a-5719492-5722036.wav,standart,"Мы бы тоже, может, с ним поговорили пришли?",,,
Keba_KMV1919-2003545-2009471,KMV1919,2003.545,2009.471,audio_files/Keba_KMV1919-2003545-2009471.wav,keba,"И она мешочек наклала, и мы это, всё наклали и полёживаем боле;  ",,,
04072022_MLI1941_Melikhovskaya-1016256-1019469,tx@MLI1941,1016.256,1019.469,audio_files/04072022_MLI1941_Melikhovskaya-1016256-1019469.wav,don_rnd,Вообще сейчас у нас в храме очень красиво. ,,,
20180618_zii1932_a-3019440-3020551,зии1932,3019.44,3020.551,audio_files/20180618_zii1932_a-3019440-3020551.wav,opochka,Называли...,,,
04072022_TNG1957_Melikhovskaya-1718310-1722250,TNG1957,1718.31,1722.25,audio_files/04072022_TNG1957_Melikhovskaya-1718310-1722250.wav,don_rnd,"Ну, вставай же, вставай. ",,,
Keba_KMV1919-781711-789148,KMV1919,781.711,789.148,audio_files/Keba_KMV1919-781711-789148.wav,keba,"Вот это колхозная-то была жисть, а теперь такая жисть нету. Это давно-то так-то было.
         А сейчас не так всё.  ",,,
Keba_KMV1919-2075545-2083571,KMV1919,2075.545,2083.571,audio_files/Keba_KMV1919-2075545-2083571.wav,keba,"Променяла я жакетку, жакетку плюшевую, и выменяла немножко ячмень, ячмень вы=  ",,,
Keba_MAS1916_2-1822904-1824174,MAS1916,1822.904,1824.174,audio_files/Keba_MAS1916_2-1822904-1824174.wav,keba,Купалися дак. ,,,
020721_VIK1941_Razdorskaya-1155863-1160204,VIK1941,1155.863,1160.204,audio_files/020721_VIK1941_Razdorskaya-1155863-1160204.wav,don_rnd,"Ведь деньги никто не получали, вот то, что уродит – виноград,  ",,,
20180618_enm1930-502800-507541,Interviewer,502.8,507.541,audio_files/20180618_enm1930-502800-507541.wav,standart,"Корова у вас тут была в прошлом году, гуляла.",,,
04072022_TNG1957_Melikhovskaya-8225519-8227319,TNG1957,8225.519,8227.319,audio_files/04072022_TNG1957_Melikhovskaya-8225519-8227319.wav,don_rnd,[нрзб] у меня есть одна. ,,,
Sib_15-f_75.02_76.32,Sib_15-f,75.02,76.32,./trimmed/Sib_15-f_75.02_76.32.wav,standart,"название этого кустарника,",f,70.0,elderly
20180618_zii1932_a-5137671-5138952,зии1932,5137.671,5138.952,audio_files/20180618_zii1932_a-5137671-5138952.wav,opochka,недалеко.,,,
20180618_zii1932_a-4751107-4755226,зии1932,4751.107,4755.226,audio_files/20180618_zii1932_a-4751107-4755226.wav,opochka,"Ну а девочки, вам за это платят, что вы ходите?",,,
20180618_zii1932_a-5075061-5075816,зии1932,5075.061,5075.816,audio_files/20180618_zii1932_a-5075061-5075816.wav,opochka,"ну,",,,
20180618_enm1930-2338484-2343791,енм1930,2338.484,2343.791,audio_files/20180618_enm1930-2338484-2343791.wav,opochka,А теперь привыкли - в домах проводят воду.,,,
04072022_TNG1957_Melikhovskaya-6848486-6851593,TNG1957,6848.486,6851.593,audio_files/04072022_TNG1957_Melikhovskaya-6848486-6851593.wav,don_rnd,"и рыбу жареную, и колбаску, там же. ",,,
20180618_zii1932_a-5324614-5327544,зии1932,5324.614,5327.544,audio_files/20180618_zii1932_a-5324614-5327544.wav,opochka,"возит нам разливное молоко,",,,
20180618_zii1932_a-4510047-4514058,зии1932,4510.047,4514.058,audio_files/20180618_zii1932_a-4510047-4514058.wav,opochka,"Время помирать. Я когда Вите говорю, я говорю: ""Время помирать"". Он говорит:",,,
Keba_MAS1916_1-743547-744307,Interviewer,743.547,744.307,audio_files/Keba_MAS1916_1-743547-744307.wav,standart,"А, Семён. ",,,
20180618_zii1932_a-6427285-6430425,Interviewer,6427.285,6430.425,audio_files/20180618_zii1932_a-6427285-6430425.wav,standart,Ещё почти теперь двадцать лет получается работать.,,,
Keba_KMV1919-892815-900014,KMV1919,892.815,900.014,audio_files/Keba_KMV1919-892815-900014.wav,keba,"а кормили утром, вот и парево-то и несёшь скотины-то, по экому ведру, да коровы-то
         вот и доили хорошо.  ",,,
04072022_MLI1941_Melikhovskaya-2423300-2428800,tx@MLI1941,2423.3,2428.8,audio_files/04072022_MLI1941_Melikhovskaya-2423300-2428800.wav,don_rnd,"Ну, две комнатки, а тут эта кладовочка, здесь керосинка была. ",,,
Keba_MAS1916_2-3175363-3181989,Other,3175.363,3181.989,audio_files/Keba_MAS1916_2-3175363-3181989.wav,keba,"Дак я говорю: ""Я здесь родилась, у меня своя семья, дом, дак куды я поеду с печи на
         полать? Мне надо тут и жить!""   ",,,
04072022_TNG1957_Melikhovskaya-5963908-5966441,TNG1957,5963.908,5966.441,audio_files/04072022_TNG1957_Melikhovskaya-5963908-5966441.wav,don_rnd,"то ли на двадцать девятое, то ли на тридцатое ",,,
20180619_vav1949-1218179-1218614,вав1949,1218.179,1218.614,audio_files/20180619_vav1949-1218179-1218614.wav,opochka,Да.,,,
020721_VIK1941_Razdorskaya-2577897-2583260,VIK1941,2577.897,2583.26,audio_files/020721_VIK1941_Razdorskaya-2577897-2583260.wav,don_rnd,"вот сейчас же, сейчас же, как роды прошли, так что-нибудь пхнут ей. ",,,
Sib_11-m_16.45_17.47,Sib_11-m,16.45,17.47,./trimmed/Sib_11-m_16.45_17.47.wav,standart,"две строительные,",m,45.0,middle
20180618_zii1932_a-6425926-6427575,зии1932,6425.926,6427.575,audio_files/20180618_zii1932_a-6425926-6427575.wav,opochka,Долго - то тогда...,,,
Sib_07-f_124.6_125.72,Sib_07-f,124.6,125.72,./trimmed/Sib_07-f_124.6_125.72.wav,standart,"∙∙ Все фонят,",f,42.0,middle
Keba_MAS1916_1-450697-452932,MAS1916,450.697,452.932,audio_files/Keba_MAS1916_1-450697-452932.wav,keba,"Да, в овине тоже угорела.  ",,,
20180619_vav1949-854826-856431,Interviewer,854.826,856.431,audio_files/20180619_vav1949-854826-856431.wav,standart,Понятно.,,,
Keba_MAS1916_1-363287-364003,Other,363.287,364.003,audio_files/Keba_MAS1916_1-363287-364003.wav,keba,Вашей? ,,,
Keba_KMV1919-1862671-1872410,KMV1919,1862.671,1872.41,audio_files/Keba_KMV1919-1862671-1872410.wav,keba,"Мобилизовали нас в Архангельское, и мы там пойдём пятьсот километров домой, тайболой,
         без крошки хлеба,  ",,,
20180618_zii1932_a-978202-980282,зии1932,978.202,980.282,audio_files/20180618_zii1932_a-978202-980282.wav,opochka,А! По-быстрому!,,,
Sib_15-f_119.16_122.11,Sib_15-f,119.16,122.11,./trimmed/Sib_15-f_119.16_122.11.wav,standart,∙∙∙ Совершенно как в какой-то фантастической сказке.,f,70.0,elderly
04072022_TNG1957_Melikhovskaya-7105286-7107959,TNG1957,7105.286,7107.959,audio_files/04072022_TNG1957_Melikhovskaya-7105286-7107959.wav,don_rnd,"А, ну, тялушка. ",,,
04072022_TNG1957_Melikhovskaya-7472826-7476000,TNG1957,7472.826,7476.0,audio_files/04072022_TNG1957_Melikhovskaya-7472826-7476000.wav,don_rnd,В дом они у меня летом практически не ходят. ,,,
Sib_07-f_58.21_60.04,Sib_07-f,58.21,60.04,./trimmed/Sib_07-f_58.21_60.04.wav,standart,"∙∙∙ видели не только мы его,",f,42.0,middle
04072022_TNG1957_Melikhovskaya-2706635-2709360,TNG1957,2706.635,2709.36,audio_files/04072022_TNG1957_Melikhovskaya-2706635-2709360.wav,don_rnd,"Эти, еще поют: сваха сваху ждала. ",,,
20180618_zii1932_a-4585198-4588148,Interviewer,4585.198,4588.148,audio_files/20180618_zii1932_a-4585198-4588148.wav,standart,Как же так? Восемь километров-то - далеко.,,,
Keba_MAS1916_2-341779-343227,Interviewer,341.779,343.227,audio_files/Keba_MAS1916_2-341779-343227.wav,standart,Около ста. ,,,
20180618_zii1932_a-1516685-1519841,зии1932,1516.685,1519.841,audio_files/20180618_zii1932_a-1516685-1519841.wav,opochka,В туалет не отпускают ходить никого.,,,
20180618_zii1932_a-2108613-2110468,зии1932,2108.613,2110.468,audio_files/20180618_zii1932_a-2108613-2110468.wav,opochka,Мы уже зарабатывали (зарабатывля).,,,
20180618_enm1930-1218504-1223306,енм1930,1218.504,1223.306,audio_files/20180618_enm1930-1218504-1223306.wav,opochka,А зачем в деревни поедем? Там народу нету.,,,
04072022_TNG1957_Melikhovskaya-3067320-3069913,TNG1957,3067.32,3069.913,audio_files/04072022_TNG1957_Melikhovskaya-3067320-3069913.wav,don_rnd,По маленькой черепушечки. ,,,
Keba_KMV1919-1784128-1796323,KMV1919,1784.128,1796.323,audio_files/Keba_KMV1919-1784128-1796323.wav,keba,"так вот ко мне придут, дак я доволнёшенька, эти вот приехали, так уж они, наверное,
         пятый раз ко мне пришли, дак я сегодня так довольна, что всё записали у меня на магнитофон-то,
          ",,,
Keba_MAS1916_2-2542681-2543670,Interviewer,2542.681,2543.67,audio_files/Keba_MAS1916_2-2542681-2543670.wav,standart,А-а! ,,,
Keba_KMV1919-2117044-2125107,KMV1919,2117.044,2125.107,audio_files/Keba_KMV1919-2117044-2125107.wav,keba,"эти кушники чай греют, и мы тут ночуем, а ведь у его в их печи нету, вот на тайболы
         надь хлебницу смекать.  ",,,
Keba_MAS1916_2-3457283-3457952,MVG1911,3457.283,3457.952,audio_files/Keba_MAS1916_2-3457283-3457952.wav,keba,Да. ,,,
Sib_15-f_1.25_2.39,Sib_15-f,1.25,2.39,./trimmed/Sib_15-f_1.25_2.39.wav,standart,"∙∙ мы жили в Москве,",f,70.0,elderly
Keba_MAS1916_2-1182414-1188278,MAS1916,1182.414,1188.278,audio_files/Keba_MAS1916_2-1182414-1188278.wav,keba,"мати взяла, квашню растворила девка, квашню растворила, назавтре замесила, испекла,
          ",,,
20180618_zii1932_a-1589663-1590605,зии1932,1589.663,1590.605,audio_files/20180618_zii1932_a-1589663-1590605.wav,opochka,А....,,,
04072022_TNG1957_Melikhovskaya-3128532-3130552,TNG1957,3128.532,3130.552,audio_files/04072022_TNG1957_Melikhovskaya-3128532-3130552.wav,don_rnd,"Девчата, у меня было где-то записано. ",,,
04072022_MLI1941_Melikhovskaya-194161-197251,tx@MLI1941,194.161,197.251,audio_files/04072022_MLI1941_Melikhovskaya-194161-197251.wav,don_rnd,"Ха, а кто помо= а кто помогал, я и он. ",,,
Keba_KMV1919-1667839-1674586,KMV1919,1667.839,1674.586,audio_files/Keba_KMV1919-1667839-1674586.wav,keba,"и куда она, воротца прогорят, ту-то и девку спровожать пойдёт сегодня.  ",,,
04072022_MLI1941_Melikhovskaya-404334-407547,tx@MLI1941,404.334,407.547,audio_files/04072022_MLI1941_Melikhovskaya-404334-407547.wav,don_rnd,"Ну там же выйдут же на улицу, все дети же все. ",,,
Sib_07-f_82.1_83.54,Sib_07-f,82.1,83.54,./trimmed/Sib_07-f_82.1_83.54.wav,standart,∙∙∙ как это было...,f,42.0,middle
04072022_TNG1957_Melikhovskaya-1821450-1825580,TNG1957,1821.45,1825.58,audio_files/04072022_TNG1957_Melikhovskaya-1821450-1825580.wav,don_rnd,А я ж тебя. ,,,
Sib_05-m_185.66_187.04,Sib_05-m,185.66,187.04,./trimmed/Sib_05-m_185.66_187.04.wav,standart,"что «В горы идёт сильный дождь,",m,22.0,young
Sib_16-m_44.14_45.83,Sib_16-m,44.14,45.83,./trimmed/Sib_16-m_44.14_45.83.wav,standart,∙∙∙ сучки обрубал.,m,69.0,elderly
020721_VIK1941_Razdorskaya-1097249-1101863,VIK1941,1097.249,1101.863,audio_files/020721_VIK1941_Razdorskaya-1097249-1101863.wav,don_rnd,"Собираем-собираем, собираем-собираем, ну, сумку насобираем, пойдём.  ",,,
Sib_11-m_8.33_10.68,Sib_11-m,8.33,10.68,./trimmed/Sib_11-m_8.33_10.68.wav,standart,"мм .... да¿,",m,45.0,middle
Keba_MAS1916_1-135487-147053,MAS1916,135.487,147.053,audio_files/Keba_MAS1916_1-135487-147053.wav,keba,"Вот я и лежу там, мати бегает, но, девка боле мёртвая, боле жива нету, а я лежала-лежала
         да: ""Мамо!"" - ""Охти, жива, жива! Жива! ",,,
Keba_MAS1916_2-1735057-1738404,Interviewer,1735.057,1738.404,audio_files/Keba_MAS1916_2-1735057-1738404.wav,standart,"Ну, он удочкой, наверное, спиннингом, да, наверное.  ",,,
20180619_vav1949-357135-360883,Interviewer,357.135,360.883,audio_files/20180619_vav1949-357135-360883.wav,standart,"У вас тут... лес, река рядом, Вы как, на рыбалку, может, ходите?",,,
04072022_MLI1941_Melikhovskaya-277221-278917,Interviewer,277.221,278.917,audio_files/04072022_MLI1941_Melikhovskaya-277221-278917.wav,standart,Или помогал ему кто? ,,,
020721_VIK1941_Razdorskaya-4769216-4775199,VIK1941,4769.216,4775.199,audio_files/020721_VIK1941_Razdorskaya-4769216-4775199.wav,don_rnd,"завтра ещё кулижечка, упала вода, вышла, ушла. ",,,
20180618_zii1932_a-6291100-6293889,Interviewer,6291.1,6293.889,audio_files/20180618_zii1932_a-6291100-6293889.wav,standart,"Ну как же, мы филологи.",,,
20180618_zii1932_a-7134919-7136671,зии1932,7134.919,7136.671,audio_files/20180618_zii1932_a-7134919-7136671.wav,opochka,"старых нет,",,,
Sib_07-f_37.29_37.88,Sib_07-f,37.29,37.88,./trimmed/Sib_07-f_37.29_37.88.wav,standart,потом сказали,f,42.0,middle
20180618_zii1932_a-1963742-1964248,зии1932,1963.742,1964.248,audio_files/20180618_zii1932_a-1963742-1964248.wav,opochka,стал,,,
Sib_04-m_25.7_26.08,Sib_04-m,25.7,26.08,./trimmed/Sib_04-m_25.7_26.08.wav,standart,∙∙ говорит,m,20.0,young
Keba_MAS1916_2-910137-917051,MAS1916,910.137,917.051,audio_files/Keba_MAS1916_2-910137-917051.wav,keba,"Он болел шибко. Дак я его лечила-лечила, ой как его, везде чисто писала, у его родители
         в Печоры,  ",,,
Keba_KMV1919-3173783-3177107,KMV1919,3173.783,3177.107,audio_files/Keba_KMV1919-3173783-3177107.wav,keba,"Да, я плавала, не одинова, одна на пароме плавала.  ",,,
20180619_vav1949-1255168-1262651,Interviewer,1255.168,1262.651,audio_files/20180619_vav1949-1255168-1262651.wav,standart,"Вы не против, если мы будем запись использовать для того, чтобы другим рассказать?",,,
